"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	ACER2	3.311007150935685E-5	-4.480025501521576	0.9999668899284906	6.62201430187137E-5	4.939120989356988E-4	1	5.664852452948486E-4	-0.2353756260434057	0.11403688524590173	843	599	244	60287	85869
No VS Yes	ACER3	0.9968095594344597	2.4947615356356305	0.003190440565540298	0.006380881131080596	1	0.027747164918486836	0.026687851972091402	0.1455926544240401	-0.043872950819672116	843	599	244	81823	64333
No VS Yes	ACHE	0.9999999704680598	7.529708007262713	2.9531940171079185E-8	5.906388034215837E-8	1	1.5962131163556513E-6	1.4695295356925044E-6	0.4235400763358777	-0.21166666666666664	728	524	204	67264	39632
No VS Yes	ACIN1	1.2438617303434096E-5	-4.905222491773923	0.9999875613826965	2.4877234606868193E-5	2.122794847504829E-4	1	2.4512737407357505E-4	-0.053889816360600994	0.052418032786885255	843	599	244	59561	86595
No VS Yes	ACLY	0.6080181625119491	0.19065060814899537	0.39198183748805093	0.7839636749761019	1	1	1	0.03996661101836395	0.011618852459016407	843	599	244	73957	72199
No VS Yes	ACN9	0.9981552804917716	2.733267768109001	0.0018447195082283985	0.003689439016456797	1	0.017815094511455014	0.016920931541377485	-0.15521702838063434	-0.4117634854771785	840	599	241	81415	62944
No VS Yes	ACO1	0.15589297096876376	-0.733570982931675	0.8441070290312362	0.3117859419375275	0.5793600345486958	1	0.6423925317351868	-0.05961602671118532	0.00336065573770493	843	599	244	69835	76321
No VS Yes	ACO2	0.9961559720305949	2.413540803966928	0.003844027969405084	0.007688055938810168	1	0.03227431311601458	0.031213292660915475	0.05787145242070119	-0.04454918032786886	843	599	244	81624	64532
No VS Yes	ACOT1	8.29811913116707E-6	-5.081016730712094	0.9999917018808688	1.659623826233414E-5	1.5151503004999227E-4	1	1.75314436014299E-4	-0.06738731218697827	0.17641393442622952	843	599	244	59271	86885
No VS Yes	ACOT11	0.9999926671912647	5.134726458128579	7.3328087353274896E-6	1.4665617470654979E-5	1	1.7558242491159606E-4	1.5828458008450028E-4	0.18912353923205344	-0.2389959016393442	843	599	244	86972.5	59183.5
No VS Yes	ACOT13	0.9996810422778859	3.4961283352410826	3.1895772211415485E-4	6.379154442283097E-4	1	0.004123985725583841	0.0038378514930735956	0.08742904841402337	-0.04713114754098358	843	599	244	84027	62129
No VS Yes	ACOT2	1.01567425581095E-8	-7.993245551014257	0.9999999898432574	2.0313485116219E-8	5.239593496369551E-7	1	5.896408635515592E-7	-0.11614357262103502	0.18161885245901643	843	599	244	55093.5	91062.5
No VS Yes	ACOT4	2.561062473205311E-12	-11.591579827451032	0.9999999999974389	5.122124946410622E-12	5.167006932327191E-10	1	6.175949114379245E-10	-0.41113522537562597	0.22018672199170133	840	599	241	50225.5	94133.5
No VS Yes	ACOT6	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	ACOT7	0.9999999996995947	9.522292392317091	3.004053117372507E-10	6.008106234745014E-10	1	3.4979194498685474E-8	3.247405324811649E-8	0.13823873121869787	-0.25409836065573765	843	599	244	92925	53231
No VS Yes	ACOT8	0.5312617965742763	0.054378235465225744	0.46873820342572364	0.9374764068514473	1	1	1	0.03514190317195325	0.03258196721311475	843	599	244	73329.5	72826.5
No VS Yes	ACOT9	0.9998682280134994	3.880119675281542	1.3177198650066169E-4	2.6354397300132337E-4	1	0.001981636729833198	0.0018241289191059668	-0.026636926544240408	-0.2037713442622951	843	599	244	84776.5	61379.5
No VS Yes	ACOX1	0.8211164172359976	0.6618342508665493	0.1788835827640024	0.3577671655280048	1	0.6884061880985981	0.7128406699876947	0.06519616026711185	-0.0029200819672131066	843	599	244	76026.5	70129.5
No VS Yes	ACOX2	6.471473634750424E-9	-8.188996811023413	0.9999999935285264	1.2942947269500849E-8	3.602984105336322E-7	1	4.1016864154062023E-7	-0.4006343906510851	0.5529508196721312	843	599	244	54845	91311
No VS Yes	ACOX3	1.7285579294645803E-5	-4.7623085541940755	0.9999827144207054	3.4571158589291606E-5	2.8043650420939294E-4	1	3.2373919971231393E-4	-0.05247078464106852	0.16006147540983598	843	599	244	59801	86355
No VS Yes	ACOXL	0.8442141143596679	0.7339245012224875	0.15578588564033213	0.31157177128066427	1	0.6234188907488311	0.642146048688793	0.10424496644295293	0.04666666666666666	839	596	243	75636	69192
No VS Yes	ACP1	0.9999455860927539	4.264266455713286	5.441390724614248E-5	1.0882781449228496E-4	1	9.476856307304662E-4	8.608634999647868E-4	0.08050918196994993	-0.040430327868852464	843	599	244	85486	60670
No VS Yes	ACP2	0.16680190590250954	-0.6985472592069594	0.8331980940974905	0.3336038118050191	0.6097815637917898	1	0.6755957933960319	-0.05362270450751255	-0.023032786885245914	843	599	244	69978	76178
No VS Yes	ACP5	0.5957431502829174	0.16840167031491154	0.4042568497170827	0.8085136994341654	1	1	1	-0.00799637395659436	0.002992073770491798	843	599	244	73855	72301
No VS Yes	ACP6	3.994727182343727E-5	-4.398495526009464	0.9999600527281766	7.989454364687454E-5	5.781289474049582E-4	1	6.644943330172908E-4	-0.06454090150250416	0.14524590163934434	843	599	244	60430.5	85725.5
No VS Yes	ACPL2	2.305332198082599E-6	-5.637265482789932	0.999997694667802	4.610664396165198E-6	5.106060239166209E-5	1	5.8866859900161806E-5	-0.07806343906510851	0.1307581967213115	843	599	244	58388	87768
No VS Yes	ACPP	0.3141148877180411	-0.33916285562158516	0.6858851122819589	0.6282297754360822	0.9888334724286303	1	1	0.035859766277128516	0.07305327868852463	843	599	244	71525.5	74630.5
No VS Yes	ACPT	0.5	0	0.5	1	1	1	1	0	0	835	593	242	71753	71753
No VS Yes	ACR	0.9909344776840439	2.038652107814988	0.009065522315956198	0.018131044631912396	1	0.06534423354518551	0.06385349057457292	0.10711185308848076	-0.01557377049180328	843	599	244	80654	65502
No VS Yes	ACRBP	0.49620497684237785	-0.006592757066427535	0.5037950231576221	0.9924099536847557	1	1	1	-0.04574290484140236	-0.05747950819672132	843	599	244	73047.5	73108.5
No VS Yes	ACRC	0.3876743406575278	-0.1985154018831018	0.6123256593424722	0.7753486813150556	1	1	1	0.007988313856427337	0.035040983606557385	843	599	244	72163	73993
No VS Yes	ACRV1	0.8350593478636307	0.7043896346628276	0.16494065213636933	0.32988130427273865	1	0.6489661457004823	0.6694543707962948	0.030969899665552015	-0.0019262295081966987	842	598	244	76075.5	69836.5
No VS Yes	ACSBG1	0.9960426346926332	2.400871786232403	0.003957365307366845	0.00791473061473369	1	0.03307597738647014	0.031993347696177024	0.14764214046822738	0.06831275720164615	841	598	243	81137	64177
No VS Yes	ACSBG2	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	ACSF2	5.424666081332852E-7	-6.265626754331109	0.9999994575333919	1.0849332162665704E-6	1.4777863735203145E-5	1	1.687609476936176E-5	-0.21816360601001664	0.20649590163934428	843	599	244	57446	88710
No VS Yes	ACSF3	0.9881667418040703	1.9217258922706681	0.011833258195929786	0.02366651639185957	1	0.08137910977335851	0.07981671706668694	-0.0064858096828046986	-0.04516393442622952	843	599	244	80332	65824
No VS Yes	ACSL1	0.9473327936104571	1.2549622886221836	0.05266720638954292	0.10533441277908584	1	0.273078795063541	0.27255864497770566	0.00490818030050082	-0.14698770491803276	843	599	244	78270.5	67885.5
No VS Yes	ACSL3	0.5378317086094948	0.06584625713960901	0.4621682913905052	0.9243365827810104	1	1	1	0.05290484140233726	0.06002049180327872	843	599	244	73382.5	72773.5
No VS Yes	ACSL4	0.9411835471236792	1.2041754972730987	0.05881645287632076	0.11763290575264151	1	0.29746906434866915	0.29798678773266735	-0.016469115191986596	-0.1621721311475409	843	599	244	78095	68061
No VS Yes	ACSL5	0.010110318645180694	-1.990821953783366	0.9898896813548193	0.020220637290361387	0.06224107644496889	1	0.06995516571573752	-0.14275459098497503	0.06334016393442617	843	599	244	65632.5	80523.5
No VS Yes	ACSL6	0.9999885850286172	4.942520215458506	1.1414971382739392E-5	2.2829942765478783E-5	1	2.5255469257989203E-4	2.281538713742821E-4	0.4094996243739566	-0.08204878688524585	843	599	244	86657	59499
No VS Yes	ACSM1	4.803893384530689E-6	-5.318404553391	0.9999951961066155	9.607786769061377E-6	9.513016083244105E-5	1	1.1060896666280434E-4	-0.057570951585976644	0.43469262295081956	843	599	244	58888	87268
No VS Yes	ACSM2A	0.5	0	0.5	1	1	1	1	0	0	835	595	240	71400	71400
No VS Yes	ACSM2B	0.5	0	0.5	1	1	1	1	0	0	833	593	240	71160	71160
No VS Yes	ACSM3	0.8077745209379507	0.6234791984846142	0.19222547906204934	0.3844509581240987	1	0.7241594725175411	0.7525415152444533	0.027613144407345736	-0.03553236270491795	843	599	244	75866.5	70289.5
No VS Yes	ACSM4	0.5	0	0.5	1	1	1	1	0	0	830	587	243	71320.5	71320.5
No VS Yes	ACSM5	0.5	0	0.5	1	1	1	1	0	0	832	592	240	71040	71040
No VS Yes	ACSS1	0.24341042306944266	-0.49252118278841195	0.7565895769305573	0.4868208461388853	0.8194241187652459	1	0.8991161408295175	-0.12070116861435727	-0.061475409836065614	843	599	244	70848.5	75307.5
No VS Yes	ACSS2	0.8174655426270168	0.6511245964499932	0.18253445737298318	0.36506891474596637	1	0.6978432716490204	0.723498276189317	0.05325542570951586	0.0055122950819672355	843	599	244	75982	70174
No VS Yes	ACSS3	0.23341224975018154	-0.5164382305362955	0.7665877502498184	0.4668244995003631	0.7919149872060356	1	0.8696729590710276	-0.22107628797996667	-0.12028639959016398	843	599	244	70745	75411
No VS Yes	ACTA1	0.2762943090783897	-0.4181900480439934	0.7237056909216103	0.5525886181567794	0.900952014096711	1	0.9856528599597947	0.2583164983164984	0.2456846473029045	835	594	241	69701.5	73452.5
No VS Yes	ACTA2	2.2188666389361122E-4	-3.6537724246407937	0.9997781133361063	4.4377332778722245E-4	0.0024720527884965096	1	0.0028267487028197035	-0.15840567612687806	0.12237704918032792	843	599	244	61816	84340
No VS Yes	ACTB	0.5474196097762302	0.08262461818068212	0.45258039022376984	0.9051607804475397	1	1	1	-0.009265442404006652	-0.00745901639344262	843	599	244	73460	72696
No VS Yes	ACTBL2	0.5	0	0.5	1	1	1	1	0	0	838	595	243	72292.5	72292.5
No VS Yes	ACTC1	0.5736831858101752	0.12893965943050362	0.42631681418982487	0.8526336283796497	1	1	1	0.48906417112299455	0.39056962025316444	266	187	79	7493	7280
No VS Yes	ACTG1	0.7436760231245856	0.462594547064622	0.2563239768754144	0.5126479537508288	1	0.8899495104430601	0.9337827258050093	0.00987479131886476	-0.029522821576763506	840	599	241	74262	70097
No VS Yes	ACTG2	0.2640309026358406	-0.4452048186861194	0.7359690973641594	0.5280618052716812	0.8708575110085018	1	0.9532526050691928	0.2089482470784641	0.0805737704918033	843	599	244	71055	75101
No VS Yes	ACTL6A	0.9239833899950538	1.0847556660469135	0.07601661000494625	0.1520332200098925	1	0.363442154404221	0.36610504894133533	0.11510851419031717	0.062233606557377065	843	599	244	77670.5	68485.5
No VS Yes	ACTL6B	0.5	0	0.5	1	1	1	1	0	0	837	594	243	72171	72171
No VS Yes	ACTL7A	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	ACTL7B	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	ACTL8	0.7517382753086925	0.48115689509469084	0.24826172469130747	0.49652344938261495	1	0.8710105309977225	0.9124049353476008	0.3098494163879598	-0.005184461065573917	842	598	244	75133	70779
No VS Yes	ACTL9	0.5	0	0.5	1	1	1	1	0	0	834	591	243	71806.5	71806.5
No VS Yes	ACTN1	0.049926354705822906	-1.2794274131989478	0.9500736452941771	0.09985270941164581	0.23237764500697883	1	0.26089225024760954	-0.0284223706176962	0.04106557377049179	843	599	244	67802	78354
No VS Yes	ACTN2	0.5	0	0.5	1	1	1	1	0	0	810	575	235	67562.5	67562.5
No VS Yes	ACTN3	0.5	0	0.5	1	1	1	1	0	0	825	585	240	70200	70200
No VS Yes	ACTN4	0.9995746327058542	3.371051131432122	4.253672941457731E-4	8.507345882915462E-4	1	0.0052948743755702014	0.004922038246909948	0.0904507512520868	-0.060942622950819696	843	599	244	83773	62383
No VS Yes	ACTR10	8.53752527840701E-7	-6.06866762664369	0.9999991462474722	1.707505055681402E-6	2.188291227649052E-5	1	2.499556790202581E-5	-0.05197829716193654	0.0703688524590164	843	599	244	57735.5	88420.5
No VS Yes	ACTR1A	0.001226243599654342	-2.9108903687800125	0.9987737564003456	0.002452487199308684	0.010472408143401729	1	0.011969899798877377	-0.008964941569282125	0.06909836065573771	843	599	244	63366	82790
No VS Yes	ACTR1B	0.5824601559659743	0.1445682975142588	0.41753984403402566	0.8350796880680513	1	1	1	-0.018672787979966583	-0.006926229508196703	843	599	244	73745.5	72410.5
No VS Yes	ACTR2	0.9703867662101784	1.5154590298466435	0.029613233789821614	0.05922646757964323	1	0.17290225356309313	0.170387933060905	0.04476627712854758	-0.030040983606557405	843	599	244	79126.5	67029.5
No VS Yes	ACTR3	0.9992068769065159	3.1003148188701606	7.931230934841715E-4	0.001586246186968343	1	0.008865315016964874	0.008304968795440373	0.08668614357262101	-0.049508196721311494	843	599	244	83204.5	62951.5
No VS Yes	ACTR3B	0.9984409415550504	2.806459985121636	0.0015590584449496903	0.0031181168898993805	1	0.01544430429399117	0.014663712869946844	0.1968280467445743	-0.06182377049180327	843	599	244	82555	63601
No VS Yes	ACTR3C	0.9999841799289456	4.8007846996165995	1.582007105438432E-5	3.164014210876864E-5	1	3.330223015239559E-4	3.000145070965001E-4	0.0989565943238731	-0.16315573770491804	843	599	244	86420	59736
No VS Yes	ACTR5	0.4115832546762306	-0.15522732638532058	0.5884167453237694	0.8231665093524612	1	1	1	0.04981636060100167	0.054672131147540985	843	599	244	72361.5	73794.5
No VS Yes	ACTR6	0.9588023462354072	1.366856604741701	0.041197653764592834	0.08239530752918567	1	0.22572858046816568	0.22326717839391175	0.04057595993322205	-0.03274590163934425	843	599	244	78647	67509
No VS Yes	ACTR8	0.22201817794068962	-0.5445809154339658	0.7779818220593104	0.44403635588137924	0.7625256045672396	1	0.8391883531622023	-0.028447412353923188	-0.017807377049180315	843	599	244	70624	75532
No VS Yes	ACTRT1	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	ACTRT2	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	ACTRT3	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	ACVR1	1.5325267734006554E-4	-3.81452536768129	0.99984674732266	3.0650535468013107E-4	0.0018061479503519464	1	0.0020667305136720816	-0.09023372287145243	0.05661885245901639	843	599	244	61504.5	84651.5
No VS Yes	ACVR1B	7.208171164080346E-4	-3.1418617494440535	0.999279182883592	0.0014416342328160692	0.006697715632032157	1	0.007660021059215917	-0.10530050083472453	0.06694672131147542	843	599	244	62862.5	83293.5
No VS Yes	ACVR1C	0.2683694837006648	-0.43555868092910294	0.7316305162993352	0.5367389674013296	0.8814579254301173	1	0.9646436707300137	0.11904981549815495	0.23325688073394493	760	542	218	57387	60769
No VS Yes	ACVR2A	0.059662486224297595	-1.1975824150771528	0.9403375137757024	0.11932497244859519	0.26879117439586825	1	0.30129925199318763	-0.04430717863105176	0.014897540983606572	843	599	244	68084	78072
No VS Yes	ACVR2B	0.8039582749465457	0.6128849942586351	0.19604172505345435	0.3920834501069087	1	0.734597688748481	0.763375163656457	-0.003021702838063438	-0.0706352459016393	843	599	244	75822	70334
No VS Yes	ACVRL1	0.056476339025085254	-1.2228862589327523	0.9435236609749147	0.11295267805017051	0.2571086595876144	1	0.2881007285803385	-0.03919031719532553	0.035901639344262305	843	599	244	67996	78160
No VS Yes	ACY1	0.1376330533437331	-0.7969693575868815	0.8623669466562669	0.2752661066874662	0.5267747422962528	1	0.5853785698153308	-0.0795993322203673	0.009221311475409845	843	599	244	69580	76576
No VS Yes	ACY3	0.9764591221267365	1.6178314126956286	0.023540877873263477	0.047081755746526954	1	0.1429783810502205	0.1409202316167714	0.1860996563573883	0.05788702928870294	821	582	239	75678	63420
No VS Yes	ACYP1	0.9675284776636026	1.4741611068632159	0.03247152233639733	0.06494304467279466	1	0.18607205023868625	0.18349201626421752	0.05792153589315521	-0.04758196721311473	843	599	244	78995.5	67160.5
No VS Yes	ACYP2	0.9417120584663147	1.2083394132493865	0.05828794153368533	0.11657588306737066	1	0.29508903966010086	0.29567672009756185	0.03747082470784659	-0.09342209016393445	843	599	244	78109.5	68046.5
No VS Yes	ADA	0.9837817213623598	1.7828939915890738	0.01621827863764025	0.0324365572752805	1	0.10521485635122424	0.10319433686157545	0.04555056093489142	-0.10674216188524596	843	599	244	79936	66220
No VS Yes	ADAD1	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	ADAL	0.015572793732534118	-1.800817076395946	0.9844272062674659	0.031145587465068236	0.08856455983473283	1	0.09985110695023527	-0.0759181969949917	0.03588114754098359	843	599	244	66168	79988
No VS Yes	ADAM10	0.1603735402404905	-0.718953400018496	0.8396264597595096	0.320747080480981	0.5922311760566282	1	0.6562770618496786	-0.07854757929883137	-0.05834016393442624	843	599	244	69894.5	76261.5
No VS Yes	ADAM11	0.9957805492594212	2.3729077177419606	0.0042194507405787784	0.008438901481157557	1	0.03483782323370088	0.03375063699343426	0.23474080267558525	-0.022090163934426348	842	598	244	81389	64523
No VS Yes	ADAM12	7.703817583859518E-10	-9.113294008942141	0.9999999992296182	1.5407635167719036E-9	6.156105525737467E-8	1	7.13548595028661E-8	-0.2915943238731217	0.265737704918033	843	599	244	53712.5	92443.5
No VS Yes	ADAM15	0.059903302809442616	-1.1957217587219495	0.9400966971905573	0.11980660561888523	0.2696376411195079	1	0.3022532131603348	-0.020434056761268766	0.07899590163934428	843	599	244	68090.5	78065.5
No VS Yes	ADAM17	0.9973294459607003	2.5722372712441253	0.0026705540392996663	0.0053411080785993326	1	0.024132097409671528	0.023043777115735464	0.050158597662771316	-0.07868852459016391	843	599	244	82009.5	64146.5
No VS Yes	ADAM18	0.5	0	0.5	1	1	1	1	0	0	766	530	236	62540	62540
No VS Yes	ADAM19	0.6138613222178452	0.2013269653566966	0.3861386777821548	0.7722773555643097	1	1	1	-0.1336644407345576	-0.18159751037344396	840	599	241	73100	71259
No VS Yes	ADAM2	0.5	0	0.5	1	1	1	1	0	0	767	530	237	62805	62805
No VS Yes	ADAM20	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	ADAM21	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	ADAM22	0.22248262788848938	-0.543413995647858	0.7775173721115106	0.44496525577697876	0.7639919967111135	1	0.8405540944625471	-0.16649415692821368	-0.1276844262295082	843	599	244	70629	75527
No VS Yes	ADAM23	0.02263041801716026	-1.6353662425592526	0.9773695819828397	0.04526083603432052	0.12097062642593773	1	0.13639160838085615	-0.12035893155258764	0.034877049180327864	843	599	244	66658.5	79497.5
No VS Yes	ADAM28	0.4802860549229257	-0.034264392955213274	0.5197139450770742	0.9605721098458514	1	1	1	-0.05308013355592657	-0.057786885245901726	843	599	244	72919.5	73236.5
No VS Yes	ADAM29	0.5	0	0.5	1	1	1	1	0	0	836	595	241	71697.5	71697.5
