gene	mean_A	mean_B	log2FC	p_ttest	p_mannwhitney	p_ttest_fdr	p_mannwhitney_fdr
DDX51	0.020484140233722862	-0.04196721311475412	-0.062451353348476984	0.10340408700655342	0.1303445712548869	0.17815309561360365	0.2803881887414478
TRIB3	-0.03470784641068445	0.06838114754098364	0.1030889939516681	0.10341814295270182	0.558882762166901	0.1781582355577058	0.8412647533505655
AFAP1	-0.07172787979966609	-0.000645833333333313	0.07108204646633277	0.10347866698701774	0.1657122895310773	0.1782290893501726	0.337158394789902
AMPD3	-0.012929883138564273	-0.10909836065573769	-0.09616847751717342	0.10348142652015614	0.10644042808095854	0.1782290893501726	0.23845351482448657
BDNFOS	-0.21288814691151917	-0.09383196721311474	0.11905617969840443	0.1035887735283525	0.2600502957223476	0.1783842523187272	0.4784708490796295
LY6K	0.466787521079258	0.19775720164609056	-0.26903031943316746	0.10359368885433108	0.22582438597985766	0.1783842523187272	0.43045572638009155
RWDD1	-0.00020868113522537563	0.05838114754098362	0.058589828676208995	0.10367050146163469	0.1810236951252443	0.17849741771189964	0.3614559852471094
PPIEL	-0.12318030050083471	0.02356557377049176	0.14674587427132646	0.10369551691356961	0.06829372716065338	0.17852138531343195	0.16720274133323842
TRO	-0.11087646076794656	0.02538934426229507	0.13626580503024163	0.10375243299320629	0.010531005192667454	0.1786002617803241	0.03621480711524465
SETD1A	-0.016736227045075124	0.0328688524590164	0.04960507950409152	0.10377080037858885	0.07642708775334806	0.1786127704419656	0.1832015608387541
DMGDH	-0.025158597662771273	0.10227272727272729	0.12743132493549858	0.10385150632931574	0.04924345400876921	0.1787325635724345	0.12813717248134
SNAPIN	-0.01808013355592653	0.03823770491803278	0.05631783847395931	0.10388059839562888	0.048909370441952954	0.17876351103590038	0.1274322558382314
SIGLEC15	0.0995966386554622	0.26348360655737707	0.16388696790191487	0.10391180866901698	0.08137341132228379	0.1787913438589452	0.19249593396189793
FAM86D	-0.08775459098497498	-0.18079918032786882	-0.09304458934289384	0.10391899613230923	0.06012947940998611	0.1787913438589452	0.1507834726122106
SAT2	0.024215358931552584	-0.04793032786885246	-0.07214568680040503	0.1039748596210387	0.05791028672460455	0.1788569118651703	0.14620009675160212
LRRC10B	0.27043379048414024	0.06450795286885244	-0.2059258376152878	0.10397933832111889	0.07887456808059176	0.1788569118651703	0.1877739805969612
VGLL3	-0.12511686143572623	0.031782786885245884	0.1568996483209721	0.10399939012063994	0.01820668238733334	0.17887228081679282	0.05680856699723486
REC8	0.14964106844741243	-0.04069672131147531	-0.19033778975888774	0.10402810346381507	0.0906350138106997	0.1789025421903361	0.20987572830631485
EFS	-0.37614357262103504	-0.21565573770491803	0.160487834916117	0.10405362598752033	0.8023556078302923	0.1789273102638882	1.0
KRTAP4-1	0.012098159052453466	-0.010456419087136931	-0.022554578139590397	0.1040973145364972	0.47243045968408814	0.17898330742597135	0.7435283473900978
RPL22L1	0.15895659432387307	0.05487704918032781	-0.10407954514354525	0.10411324344134504	0.2960837569072202	0.17899104283720957	0.5263740231874592
REP15	0.02605175292153593	0.12444672131147548	0.09839496838993955	0.10412829218069206	0.07607304735699816	0.17899104283720957	0.18246132621516184
RAB11FIP2	-0.05311352253756261	0.012028688524590167	0.06514221106215277	0.10413518657545796	0.03869135742991871	0.17899104283720957	0.10508564341557103
UACA	-0.05113522537562604	0.02495901639344263	0.07609424176906866	0.1041853606973396	0.029357280579298744	0.17905815569538497	0.08401255284843018
PEX11B	0.003355592654424068	0.06471311475409838	0.061357522099674315	0.10424058717328971	0.04386507222059002	0.1791339365180211	0.11648645709243978
SLC47A1	0.19005962521294714	0.014537815126050372	-0.17552181008689677	0.10426723005195777	0.1917644153915613	0.1791605864519437	0.37877744530725693
RCAN2	-0.07837228714524207	0.02827868852459016	0.10665097566983223	0.10430546835700537	0.05705272130931212	0.17920715278849078	0.14458004337198657
C6orf62	0.04660267111853089	-0.0076434426229508206	-0.054246113741481715	0.10433924543563491	0.07090285867028953	0.17924604516969525	0.17243937736899428
NFIL3	-0.04295492487479135	-0.17424180327868855	-0.1312868784038972	0.10441063929997027	0.08543794947559781	0.1793495448208094	0.2003718608108526
SUMF2	0.005601001669449085	0.07956967213114753	0.07396867046169844	0.10445675239772215	0.15224234717620777	0.17940960141752235	0.316000401378711
NCOR2	-0.0021869782971619105	-0.07147540983606557	-0.06928843153890366	0.10456027201549327	0.14038114406147145	0.17956745092173962	0.2969425584243123
OAS3	0.12464941569282138	-0.022540983606557378	-0.14719039929937877	0.10457097670209448	0.037678042308694516	0.17956745092173962	0.10272079417735329
BARX2	-0.12356536502546688	-0.34787815126050414	-0.22431278623503725	0.10460552719463108	0.10748189478481185	0.17960761205438205	0.2403328532056397
LIN7C	0.015751252086811402	-0.040286885245901585	-0.056038137332712984	0.1046634611612172	0.0915535439998401	0.17968790974007523	0.21149277619204845
SLC7A5P2	0.061616415410385254	0.024541666666666663	-0.03707474874371859	0.10469363176835988	0.13091200184720347	0.17972053079621364	0.28127880742050143
RAPGEF5	0.04782971619365609	-0.034692622950819665	-0.08252233914447576	0.10475226776520909	0.12596873914818313	0.17980200430362855	0.27289618688288997
QRICH1	-0.059232053422370624	-0.01793032786885248	0.041301725553518145	0.10482591365520315	0.13140883251679567	0.17990304201877966	0.28222604014814734
GUSBL2	0.06333055091819698	-0.0153893442622951	-0.07871989518049208	0.10483349421802847	0.24183424653536179	0.17990304201877966	0.4528834650298711
AKTIP	0.04225375626043409	-0.01954918032786882	-0.06180293658830291	0.10484616958204532	0.03647081681904675	0.17990560611870632	0.09998367601241728
ATF6	-0.04454924874791319	0.022827868852459004	0.0673771176003722	0.10487233170994135	0.020242598833932136	0.17993130915045388	0.062000451918234965
RNF157	0.07726210350584307	-0.08975409836065573	-0.1670162018664988	0.10493585825226415	0.28379212391595554	0.18002110665091484	0.5103248348128483
CDK3	0.04772954924874793	-0.054877049180327854	-0.10260659842907578	0.10499256168115398	0.025289314157929083	0.180099180964794	0.07458110502285008
RPL12	-0.004207011686143572	0.07991803278688527	0.08412504447302883	0.10502124586323963	0.09057361684262348	0.1801291808911124	0.20975763900549696
CLASP2	-0.06277128547579298	0.0043647540983606445	0.06713603957415362	0.10520116081972804	0.05666428113880062	0.18040429648005016	0.14386478931123736
RSPH9	0.16212962962962965	0.06127049180327871	-0.10085913782635095	0.10520407171363025	0.042875221518195616	0.18040429648005016	0.11433959312448597
USH2A	0.10666666666666665	0.04311983471074381	-0.06354683195592284	0.10522759457961911	0.3157088055914494	0.18042540460209627	0.5527850421020872
FKBP15	-0.05478275792988313	-0.01086046106557377	0.04392229686430936	0.1053712108526258	0.01874335895255431	0.18062190902380545	0.05809663542555216
HNF4A	0.006249999999999999	-0.0021161825726141105	-0.008366182572614109	0.10537999930481279	0.578435974028416	0.18062190902380545	0.8623309306067796
LOC100272216	0.050968280467445747	0.16614754098360657	0.11517926051616081	0.10538013366776958	0.04714188756367286	0.18062190902380545	0.1235586668426462
P2RY11	-0.043414023372287135	-0.18883196721311477	-0.14541794384082762	0.10538710266721475	0.07940830350002057	0.18062190902380545	0.18871050704511783
KIAA1257	-0.115592367278798	0.056332336065573745	0.17192470334437174	0.10541789400554277	0.09959764866672186	0.18065543876335957	0.22649509256501443
TUBB1	0.17348914858096828	0.04549180327868856	-0.1279973453022797	0.10546112137347681	0.04450831629257651	0.18071027080929092	0.11788420634339798
SEPT4	0.026911519198664448	-0.07661825726141078	-0.10352977646007522	0.10550857833673206	0.683787514400032	0.18077233792333286	0.9683548924262214
CDAN1	-0.036393989983305515	0.018934426229508194	0.05532841621281371	0.1056186440251615	0.06971772577932007	0.1809273067182096	0.17003412506001842
COIL	0.08452420701168613	0.02413223140495865	-0.060391975606727474	0.1056215159729113	0.5421482744519599	0.1809273067182096	0.8224587098474299
MYOZ3	0.1838895392320534	0.355470975409836	0.17158143617778263	0.1057630276283993	0.01675689861040239	0.18115042735160153	0.053131565488634784
DTX3L	-0.05297161936560937	0.024036885245901626	0.07700850461151099	0.10582052348961354	0.25021400659800963	0.1812296139380396	0.46477862397082853
C3orf57	-0.054574290484140385	0.23778688524590147	0.29236117573004183	0.10587396328540372	0.0966578976236038	0.18130183793764856	0.2208056560392417
PLXNA3	0.03847245409015024	-0.04116803278688526	-0.0796404868770355	0.10616209069365848	0.019736698764357574	0.18177589009907041	0.06069423476395249
ETV1	-0.1299581939799331	0.005643153526970952	0.13560134750690406	0.10624023109139445	0.019582388948389665	0.1818903296723278	0.06033329393455974
VPS8	-0.02838063439065109	0.021782786885245903	0.05016342127589699	0.10627003139472814	0.148083843998982	0.1819219922482366	0.309567065673245
HSP90B3P	0.06253756260434054	0.011004098360655716	-0.05153346424368482	0.10630412509537344	0.05842034486274067	0.18196099710474029	0.14730340486768553
HEPACAM2	0.1444127516778523	-0.0629713114754099	-0.2073840631532622	0.10634305243155952	0.3923106887341572	0.18200826652736865	0.649685054690797
CYB5R3	0.02191986644407346	-0.04174273858921161	-0.06366260503328508	0.10639913543968468	0.10079507714651618	0.1820848850483436	0.22841976527731292
TNFAIP1	-0.005542570951585977	0.05147540983606557	0.05701798078765155	0.10654090538811353	0.17743477502743477	0.1823081109959318	0.3561529416308059
AKR7A2	-0.002295492487479132	0.06692622950819671	0.06922172199567585	0.10656998389135483	0.19003953147538044	0.18233847733006162	0.37618091179968083
TWSG1	-0.036544240400667775	0.04475409836065571	0.08129833876132349	0.10666947789269304	0.010821744202670704	0.18248930348680817	0.037050374948848316
MRPS11	0.06578464106844742	0.010737704918032784	-0.05504693615041464	0.10669612629544921	0.08780849102712456	0.18250445277190067	0.20473117921563525
ECH1	0.011711185308848083	0.0844877049180328	0.07277651960918471	0.10670101847267058	0.15657996575940353	0.18250445277190067	0.3231716723721372
MYD88	0.019803839732888143	-0.03420124481327802	-0.05400508454616616	0.10676009835600621	0.24868821599786717	0.18258609508377338	0.46279688396945773
AAK1	-0.051619365609348926	0.005635245901639353	0.057254611510988276	0.1068059220638782	0.07240198193798882	0.1826450511220959	0.17527040472265284
BRD8	-0.06196160267111851	-0.004446721311475391	0.057514881359643125	0.10685031291496282	0.10728273442463729	0.18270154461230093	0.23995663429684763
HSD17B13	0.03368948247078464	0.10776859504132232	0.07407911257053768	0.1068670615563727	0.08729516196457057	0.18271076617171786	0.20375606083363312
C2orf63	-0.05902337228714522	0.04153688524590165	0.10056025753304687	0.10695049596944621	0.07930052331473016	0.182833986416106	0.18852101069481286
ZSWIM1	-0.03419031719532553	0.022008196721311483	0.056198513916637015	0.10697936404064938	0.1177302819729174	0.18286390814979797	0.2583671016874446
ALPL	0.08996661101836394	-0.07051229508196717	-0.1604789061003311	0.10701779961906085	0.2073062833016328	0.18291017589448577	0.40257658655022455
NKX2-3	0.017341137123745822	-0.02508196721311475	-0.04242310433686057	0.1070787830207353	0.04315789313633568	0.1829949674778153	0.11494144284520723
VCPIP1	0.08807178631051757	0.009282786885245923	-0.07878899942527165	0.1070963821838195	0.12366724233503383	0.18300560634427102	0.2688053249978766
DOPEY1	-0.05513355592654425	0.009815573770491798	0.06494912969703605	0.10712939759829938	0.08648754909966444	0.18304258334465723	0.20229240146018
AIDA	-0.0008013355592654431	0.0560655737704918	0.05686690932975724	0.1073496722124689	0.11174252739044412	0.18339947185162717	0.24790837475941782
RPL8	0.07802170283806346	-0.024057377049180304	-0.10207907988724377	0.10741098450006958	0.0907825643840435	0.18348473729760267	0.21012100316044646
HSD17B12	-0.049232053422370636	-0.12721311475409836	-0.07798106133172772	0.10742978739736181	0.02945056944408111	0.18349737571375282	0.08416143471030084
EBF3	-0.014048439899833095	0.1371516106557377	0.1512000505555708	0.10747236514925051	0.08173458579279533	0.18355061620331609	0.19325965543433635
IER3IP1	0.049499165275459105	-0.010122950819672119	-0.059622116095131225	0.10751071116506344	0.2605715784352358	0.1835966188331427	0.4791637641739853
C4orf27	0.013313856427378975	-0.03821721311475409	-0.05153106954213306	0.10753890343426355	0.06859401132517871	0.18362527393158234	0.16781569801280077
OSTBETA	0.007491638795986623	0.043827160493827164	0.03633552169784054	0.10766091601274316	0.07111155696549384	0.18379526884895211	0.17282190534245637
TMPRSS2	-0.34311111111111103	-0.14158227848101262	0.2015288326300984	0.1076613057117075	0.3540116633887561	0.18379526884895211	0.6018765269230231
TCF7L1	-0.007809364548494974	-0.17029045643153526	-0.16248109188304027	0.10790303279896271	0.4702374076060023	0.18417158737470662	0.7406652303010902
SH2B3	0.016661101836393993	-0.056950207468879674	-0.07361130930527367	0.1079046335724897	0.13827898359012605	0.18417158737470662	0.2936353779773902
CD28	0.022328881469115176	-0.13686475409836066	-0.15919363556747584	0.10799296786323714	0.2270517738540494	0.18430280578272018	0.43197879698729574
METTL14	-0.07086811352253752	-0.014282786885245867	0.056585326637291655	0.10803811606361852	0.07560451078398808	0.18436030198999068	0.18151022235475012
RHBDD3	0.0247746243739566	-0.06272540983606557	-0.08750003421002217	0.1081319282704641	0.037547308764473916	0.18450081928650766	0.10246132735362933
ASAM	-0.2023038397328882	-0.050553278688524654	0.15175056104436355	0.10823751596173757	0.03281602097579802	0.1846613966519306	0.09181111486487312
HSD17B10	0.043234557595993324	-0.02175204918032786	-0.06498660677632118	0.10825573412064489	0.02800512988124883	0.1846728967346455	0.08094614469450705
PHEX	-0.032203672787979955	0.11813524590163933	0.1503389186896193	0.1083453684974317	0.14606595697991023	0.18480621002053177	0.3062374518012276
SAMD3	0.07590150250417363	-0.07401639344262295	-0.14991789594679658	0.10844158566242869	0.35353487782269644	0.1849507222078098	0.6013700725989681
UBQLNL	0.13477462437395663	0.047827868852459036	-0.08694675552149758	0.10851032805126616	0.2438399733995822	0.18502721119747798	0.4558776810804758
TAF15	-0.029156928213689478	-0.10094262295081967	-0.07178569473713019	0.10851812722114587	0.06051213716446334	0.18502721119747798	0.1515066022718595
TBC1D10A	-0.05898998330550918	0.004651639344262277	0.06364162264977145	0.10853146997549848	0.4142640166574132	0.18502721119747798	0.6756833214657121
NBEAL2	-0.02696160267111854	-0.09694672131147541	-0.06998511864035688	0.10853243127916701	0.10432447715177343	0.18502721119747798	0.23475626237578023
MEP1A	0.030959595959595968	0.006024590163934427	-0.02493500579566154	0.10858442868457915	0.8065367501721459	0.18509624510381167	1.0
CRB2	0.1627759197324415	0.06364754098360656	-0.09912837874883493	0.10876224549399645	0.2552870944388439	0.18537971716084775	0.4718120963746947
C2orf3	0.016485809682804678	-0.03571721311475411	-0.052203022797558785	0.10878437235147315	0.15475925408896288	0.18539779166774736	0.32025146637619284
KLC4	-0.048689482470784654	0.014282786885245901	0.06297226935603055	0.10885506465565782	0.10830822683844155	0.18549862214674162	0.24185879396640028
ZKSCAN1	-0.11997495826377294	-0.008872950819672099	0.11110200744410084	0.10887220987480604	0.10600311681690298	0.185508191981958	0.23765861083594
C7orf58	-0.12012520868113524	0.03973360655737703	0.15985881523851228	0.10902066355314591	0.024092321188746935	0.1857192069089456	0.07156377408775212
MLLT4	-0.010208681135225378	-0.10651639344262295	-0.09630771230739757	0.10902277691494912	0.0431540863940981	0.1857192069089456	0.11494144284520723
LOC100286793	-0.277195325542571	-0.10631147540983608	0.17088385013273488	0.10903067920832196	0.08086325774867013	0.1857192069089456	0.19151374419127853
PPA1	0.041444073455759595	-0.030717213114754095	-0.07216128657051368	0.10904994909212565	0.043410819421061064	0.18573236804194998	0.11547781810912432
SLC30A7	-0.026318864774624372	0.02879098360655738	0.055109848381181756	0.10908803168179045	0.1428715173852744	0.18577756453852753	0.30118829867849767
SEPN1	-0.027821368948247095	0.029398340248962637	0.05721970919720973	0.10937484680220587	0.05178882979873528	0.1862371906180679	0.13365693003335788
SLC17A4	0.013131313131313126	-0.005819672131147548	-0.018950985262460675	0.10939153511816592	0.4356068609563817	0.1862371906180679	0.7016995620819725
PCDHB18	0.006327212020033376	0.08629098360655736	0.07996377158652399	0.10939831093267798	0.0377885212457998	0.1862371906180679	0.1029524091593322
YAF2	0.013614357262103504	-0.03651639344262295	-0.05013075070472646	0.1094070316925798	0.11251576139878595	0.1862371906180679	0.24912521202919222
ZNF449	-0.04796327212020036	0.00979508196721311	0.05775835408741347	0.10941579632769395	0.2472024923170847	0.1862371906180679	0.4605517150083664
FER1L6	0.11602611940298507	0.03950000000000001	-0.07652611940298507	0.10950293467473694	0.2591727240107805	0.18636191813939737	0.4773312638638875
LOC349114	-0.0878297161936561	0.006086065573770489	0.09391578176742658	0.10951223965245509	0.17679497407493427	0.18636191813939737	0.35519253233562603
TFAP2C	0.05619365609348921	-0.06893442622950816	-0.12512808232299738	0.10952857125218612	0.03916621206753262	0.1863682354107956	0.10607537682154765
NCRNA00115	0.0504424040066778	-0.040184426229508186	-0.09062683023618598	0.10954202532591038	0.06919431099123291	0.1863682354107956	0.16905875934369188
GRAP	-0.011719532554257063	0.08479508196721317	0.09651461452147023	0.10955070046707924	0.045325162621120414	0.1863682354107956	0.11962355468534122
MAD2L1BP	0.04606010016694492	-0.002684426229508185	-0.04874452639645311	0.10958209771385058	0.2336430419456016	0.18639414849491379	0.4413040959747355
MGST2	-0.035434056761268796	0.04481327800829873	0.08024733476956752	0.10958910160111152	0.5757342731158328	0.18639414849491379	0.8590652182047223
UBB	-0.024774624373956576	0.03562240663900415	0.06039703101296073	0.10963422540450608	0.3808152350572219	0.1864430244163931	0.6359217151737961
TMEM44	-0.0342988313856428	0.046844262295081915	0.08114309368072471	0.10964101286686834	0.08549212856622267	0.1864430244163931	0.20043878346029498
PPARD	0.024382303839732854	-0.041413934426229544	-0.0657962382659624	0.10966177155631393	0.10182052120373322	0.18645861823323376	0.23022624351548154
COPS6	0.05271285475792989	-0.0027049180327868914	-0.05541777279071678	0.10973777254248906	0.09713917312669958	0.18656812766363579	0.22171755260122233
PI4KAP2	-0.02257929883138562	-0.1403688524590164	-0.11778955362763077	0.1097807502891339	0.06272687652720073	0.18662147619145952	0.15611282979727437
ARF6	0.00013355592654424496	0.05459016393442623	0.05445660800788198	0.10981624862887461	0.14342162688837082	0.18666210019423118	0.30204352017453806
FBXL2	-0.1216110183639399	-0.026825726141078858	0.09478529222286103	0.10992163542954794	0.15001869299013057	0.18682149720729127	0.31263970023950644
MAPK6	0.031661101836394014	-0.03846311475409834	-0.07012421659049235	0.11001710559733108	0.29933332158309	0.18696400813910616	0.5308875978727877
HNRNPA1	0.0008681135225375575	0.055942622950819657	0.0550745094282821	0.1100501909904255	0.17613784967725077	0.18700048294814092	0.35417441741035316
LOC390595	0.062357752508361224	0.016147434426229512	-0.04621031808213171	0.11011288494642092	0.07784392716914963	0.18708725647179647	0.18593804947472195
FAM20A	-0.0610016694490818	-0.20454918032786884	-0.14354751087878703	0.11022321291473437	0.31470039089835955	0.18725493567712764	0.5513544287724995
FAM200A	-0.06646911519198663	-0.00524590163934426	0.06122321355264237	0.11029836403662042	0.028498120794824545	0.1873628248890649	0.08214643394466432
CREG1	0.02590144490818031	-0.03690581557377046	-0.06280726048195077	0.11031883650405443	0.6033192577464227	0.18737781899611905	0.8886633260066295
HHIP	0.5035526315789474	0.2093103448275862	-0.29424228675136116	0.11035143621573357	0.634053897371947	0.18741340602819856	0.9191572236828246
UPK3B	0.234449081803005	0.11827868852459016	-0.11617039327841484	0.11038431985791865	0.28392347947579755	0.18744946770595367	0.510515526214439
USP19	-0.07707846410684473	-0.02614754098360655	0.05093092312323817	0.11041432260754537	0.1359406399891469	0.18748063009238128	0.28960288330054423
RBM27	-0.051761268781302196	0.0003893442622950609	0.052150613043597256	0.1104511713751922	0.04735315787934823	0.1875234090352266	0.12386583589841026
CCDC13	0.12610214440734555	0.22370935040983608	0.09760720600249054	0.11046656959344099	0.24436883507899432	0.18752976416527384	0.45652788391147053
CCDC92	-0.02645242070116863	0.02977459016393441	0.05622701086510304	0.11049802455198875	0.11670796793018258	0.187563373250501	0.2566379203209608
RPL24	0.01612687813021702	0.09032786885245901	0.074200990722242	0.11052492805707613	0.082140705892192	0.18758925025721043	0.19401848539648353
TAT	0.7594117647058823	0.4120491803278689	-0.34736258437801343	0.11062628137642415	0.14463467073727046	0.187723755630313	0.3039633921121192
SH3GL1	0.0016694490818030228	0.05889344262295083	0.0572239935411478	0.11062751093142496	0.19188906080619905	0.187723755630313	0.37894942400863885
MSH5	0.0037395659432387257	-0.09969262295081965	-0.10343218889405838	0.11068992343461834	0.1283036072963111	0.18780985638120945	0.2769726485667664
BAX	0.037796327212020045	-0.025758196721311463	-0.06355452393333151	0.11073473955509947	0.12389660953708685	0.18786608598076238	0.26924584826565073
TPK1	-0.068347245409015	0.024344262295082002	0.09269150770409701	0.11077813204900115	0.12412831361349062	0.18791988873678742	0.26960413065587896
COG1	0.07782136894824707	0.01963114754098359	-0.05819022140726347	0.11079110103629092	0.2465631942937615	0.18792207628862753	0.45960564378104213
METTL9	0.005500834724540921	0.04829918032786888	0.04279834560332796	0.11080359497649067	0.05439048794139531	0.18792345769703117	0.13898413167236817
CNIH4	0.020605175292153593	-0.06716188524590165	-0.08776706053805525	0.11092300226370455	0.2798791873469657	0.18810614528067096	0.5049090634705681
POLH	0.03596828046744572	-0.021577868852459037	-0.05754614931990476	0.11097036847592981	0.53541769989699	0.1881666380838561	0.8147625157389404
ALDH1A2	0.0399499165275459	0.21973360655737703	0.17978369002983113	0.11099046120530762	0.07398545807381839	0.1881808767959325	0.17830239023668815
FITM1	0.047328881469115194	0.10922131147540982	0.06189243000629463	0.11105427432045947	0.4216977163552533	0.18826923125236467	0.6848004219942918
PPIP5K2	-0.055601001669449104	0.013196721311475394	0.0687977229809245	0.1112946707364177	0.008445425192551067	0.18865689550663306	0.030115944255403548
SBDSP1	0.04762103505843073	-0.007540983606557355	-0.055162018664988086	0.11135349629587235	0.2784201777682279	0.18873672763094768	0.5030869526435575
FAM116B	-0.05843071786310518	0.03366803278688524	0.09209875064999042	0.11138572255143181	0.16114946400025143	0.1887714636457276	0.32993843664816475
C14orf176	0.021318864774624385	0.1111065573770492	0.08978769260242482	0.11140919717920368	0.1942696553244494	0.18879136204459054	0.38245027055432923
SH2D7	0.00697986577181208	0.0	-0.00697986577181208	0.11142387200330381	1.0	0.18879634588596864	1.0
AP4E1	-0.008522537562604317	-0.07295081967213111	-0.0644282821095268	0.11143953042975933	0.09021464668334658	0.1888029951158079	0.2090463245584119
S1PR4	0.12012520868113524	-0.029282786885245878	-0.14940799556638112	0.11148017809344542	0.30262515891826225	0.18885197573421106	0.5350790593690218
CLEC18B	0.08717391304347825	0.02793032786885245	-0.0592435851746258	0.1115870424996898	0.4813710037402369	0.18901310809769545	0.7549758200510851
ZC3HC1	0.028171953255425732	-0.02163934426229505	-0.04981129751772079	0.11168050620356437	0.5487399719755863	0.18915150998056324	0.8300364774723787
SP3	-0.027637729549248764	0.021721311475409823	0.04935904102465859	0.11190825477310308	0.07733753177556209	0.18951729494781905	0.18494435361409908
ZFP64	0.06181969949916528	0.008893442622950833	-0.052926256876214446	0.1119692061757997	0.13659373841096592	0.18960056065761074	0.29060750105598854
SPATA13	-0.15919866444073458	-0.03946721311475411	0.11973145132598047	0.11200232383487393	0.04210341118040209	0.18962732506725452	0.11265371452607187
SLC12A9	-0.008580968280467447	-0.06725409836065573	-0.05867313008018828	0.11200858281163376	0.09269917732243231	0.18962732506725452	0.21379642165993565
SERP2	-0.20116861435726213	-0.06293032786885246	0.1382382864884097	0.11223340737927291	0.21350163150346524	0.18996702805053367	0.411792522309782
INPP1	0.006894824707846464	-0.08655737704918025	-0.09345220175702672	0.11224193277669951	0.11287690917646283	0.18996702805053367	0.24973830421018856
MLL	-0.03390651085141902	0.035758196721311475	0.0696647075727305	0.11224465728256205	0.054808887948062025	0.18996702805053367	0.13973460510990557
AUH	-0.027095158597662785	0.03536885245901638	0.06246401105667916	0.11230869142651098	0.08859648551477735	0.1900554107123014	0.20619692088016897
SBNO2	-0.05242070116861438	0.013155737704918015	0.0655764388735324	0.11234208670590563	0.19488059554136528	0.19007329138615844	0.3833931653798084
EHD1	-0.04290484140233724	0.029262295081967215	0.07216713648430445	0.11234288384601408	0.15449366478250723	0.19007329138615844	0.3198303333250543
DNAJC25	-0.01847245409015027	0.03368852459016393	0.0521609786803142	0.11246601865408443	0.04842718980323855	0.19026161709012915	0.12633915290926379
RNF180	-0.19282971619365608	-0.051987704918032784	0.1408420112756233	0.11276078771485554	0.07365626951852408	0.19072944675256268	0.1776789020355355
SCYL1	0.024499165275459082	-0.028586065573770504	-0.05308523084922959	0.11276626643611738	0.08616792742911396	0.19072944675256268	0.20163834880122977
SDK2	0.16663043478260872	-0.06637295081967216	-0.2330033856022809	0.11279943351369717	0.18752127480250502	0.1907654914058637	0.37181641678054694
ZCCHC4	-0.06915692821368945	-0.011249999999999986	0.057906928213689465	0.11281675524730242	0.11964721149200752	0.19077473378130277	0.2615692477094113
PRAP1	0.01675041876046901	0.0	-0.01675041876046901	0.11285669444568877	1.0	0.19080841443023558	1.0
TMEM132C	0.0010804020100502684	0.17351239669421492	0.17243199468416465	0.11286900786685274	0.051654918486239265	0.19080841443023558	0.13339667745825348
SLCO1B3	0.031155143338954472	-0.0013598326359832622	-0.032514975974937736	0.1128722491328143	0.6256495855895331	0.19080841443023558	0.9107785033930076
STRADB	-0.04365609348914859	0.03350409836065573	0.07716019184980433	0.1129054336288627	0.1715543787276118	0.19084446129723717	0.3465972417667237
FBXL6	0.09297161936560934	-0.011086065573770499	-0.10405768493937984	0.1129953933882571	0.06334763566496987	0.19097645794296814	0.15728898974846453
UGT1A8	0.00107859531772575	-0.018954918032786885	-0.020033513350512636	0.1130339342312975	0.03141598160584878	0.19102153153886953	0.0886070385971702
MSR1	-0.05722871452420701	0.06913934426229508	0.1263680587865021	0.11310042755468418	0.21934916504272717	0.19111382895976353	0.4202577476723439
ZNF593	0.052404006677796294	-0.03510245901639348	-0.08750646569418977	0.11318014779593306	0.08192336428182966	0.19122845511252368	0.19361522547459836
TMC8	0.0947161936560935	-0.035081967213114726	-0.12979816086920823	0.11320510301248649	0.27822355776981167	0.19125053627371982	0.5028217685178613
CCNJL	-0.027245409015025035	0.14309426229508196	0.170339671310107	0.11321729631311872	0.14735831170744093	0.19125105487433913	0.3084339755943728
WDR60	-0.05996661101836395	0.008422131147540975	0.06838874216590493	0.11323926109049542	0.07786801906898448	0.1912680779913995	0.1859704057551626
SMG7	-0.006903171953255407	-0.05577868852459015	-0.048875516571334744	0.11329622122673481	0.11180981534945172	0.19134420064429128	0.24803037459118915
IFT57	-0.048030050083472456	0.017397540983606553	0.06542759106707902	0.11335245236081092	0.06080889986671662	0.19141907624742313	0.15210897946320323
ITGA5	-0.055834724540901506	0.0366597510373444	0.09249447557824592	0.11338441821153582	0.026938746133436584	0.19145296348238128	0.07848152112744222
MAPK3	0.0017028380634390547	0.0651434426229508	0.06344060455951174	0.11341241777521864	0.048181367453261875	0.19147268360900083	0.12576290930048387
PFKM	-0.05533388981636061	-0.15221311475409835	-0.09687922493773773	0.11341989729505202	0.14928038511798727	0.19147268360900083	0.31145506231971504
PUS10	0.033030050083472456	-0.02877049180327869	-0.061800541886751145	0.11348979067183441	0.2854677848988918	0.19157057615503734	0.5124243283753781
STAR	0.2633724832214766	0.1438319672131148	-0.1195405160083618	0.11351753072350494	0.06694177598191886	0.19159730088547094	0.16463220092419478
PVRIG	0.07919866444073458	-0.041598360655737715	-0.12079702509647229	0.11353175492332077	0.3113328073585043	0.19160121006043962	0.5467843427040816
FAM165B	0.029056761268781293	0.09067622950819672	0.06161946823941543	0.1136069006486352	0.07958990522219808	0.1916886771864176	0.18907524127520767
PDE2A	0.015834724540901523	0.16334016393442624	0.14750543939352473	0.113607409922292	0.15994352725328975	0.1916886771864176	0.3283359797630128
