Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of regulatory T cell differentiation (GO:0045589)	1/26	1.222622e-01	2.852786e-01	0	0	8.030303e+00	1.687638e+01	FANCA
GO_Biological_Process_2021	regulation of synapse organization (GO:0050807)	1/26	1.222622e-01	2.852786e-01	0	0	8.030303e+00	1.687638e+01	WNT5A
GO_Biological_Process_2021	regulation of viral life cycle (GO:1903900)	1/26	1.222622e-01	2.852786e-01	0	0	8.030303e+00	1.687638e+01	KPNA2
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	1/26	1.222622e-01	2.852786e-01	0	0	8.030303e+00	1.687638e+01	PVR
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	3/246	1.255875e-01	2.893935e-01	0	0	2.501845e+00	5.190710e+00	FANK1;WNT5A;LRP8
GO_Biological_Process_2021	negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	EVL
GO_Biological_Process_2021	cellular lipid catabolic process (GO:0044242)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	LPIN1
GO_Biological_Process_2021	positive regulation of mitotic cell cycle (GO:0045931)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	ASNS
GO_Biological_Process_2021	L-alpha-amino acid transmembrane transport (GO:1902475)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	SLC25A13
GO_Biological_Process_2021	microtubule polymerization or depolymerization (GO:0031109)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	KIF18B
GO_Biological_Process_2021	monocarboxylic acid catabolic process (GO:0072329)	1/27	1.266566e-01	2.893935e-01	0	0	7.721057e+00	1.595383e+01	LPIN1
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	2/124	1.278086e-01	2.899211e-01	0	0	3.308464e+00	6.806243e+00	WNT5A;PSEN1
GO_Biological_Process_2021	cellular response to interleukin-6 (GO:0071354)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	PTPRT
GO_Biological_Process_2021	regulation of microtubule polymerization or depolymerization (GO:0031110)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	SKA1
GO_Biological_Process_2021	regulation of plasma membrane bounded cell projection organization (GO:0120035)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	PSEN1
GO_Biological_Process_2021	regulation of postsynapse organization (GO:0099175)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	WNT5A
GO_Biological_Process_2021	regulation of protein transport (GO:0051223)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	RHBDF2
GO_Biological_Process_2021	positive regulation of fibroblast proliferation (GO:0048146)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	WNT5A
GO_Biological_Process_2021	keratan sulfate biosynthetic process (GO:0018146)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	OMD
GO_Biological_Process_2021	L-amino acid transport (GO:0015807)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	SLC25A13
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	PSEN1
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	1/28	1.310293e-01	2.899211e-01	0	0	7.434718e+00	1.510983e+01	KIF18B
GO_Biological_Process_2021	regulation of gluconeogenesis (GO:0006111)	1/29	1.353802e-01	2.961442e-01	0	0	7.168831e+00	1.433528e+01	C1QTNF3
GO_Biological_Process_2021	dicarboxylic acid transport (GO:0006835)	1/29	1.353802e-01	2.961442e-01	0	0	7.168831e+00	1.433528e+01	SLC25A13
GO_Biological_Process_2021	regulation of response to biotic stimulus (GO:0002831)	1/29	1.353802e-01	2.961442e-01	0	0	7.168831e+00	1.433528e+01	LRP8
GO_Biological_Process_2021	protein K11-linked ubiquitination (GO:0070979)	1/29	1.353802e-01	2.961442e-01	0	0	7.168831e+00	1.433528e+01	UBE2S
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	2/129	1.362302e-01	2.971594e-01	0	0	3.177406e+00	6.333870e+00	BLM;CDC45
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	2/130	1.379294e-01	2.988232e-01	0	0	3.152423e+00	6.244994e+00	WNT5A;LRP8
GO_Biological_Process_2021	negative regulation of Notch signaling pathway (GO:0045746)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	TSPAN15
GO_Biological_Process_2021	regulation of macrophage activation (GO:0043030)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	WNT5A
GO_Biological_Process_2021	regulation of natural killer cell mediated cytotoxicity (GO:0042269)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	PVR
GO_Biological_Process_2021	regulation of type I interferon-mediated signaling pathway (GO:0060338)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	WNT5A
GO_Biological_Process_2021	positive regulation of phosphate metabolic process (GO:0045937)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	PSEN1
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	1/30	1.397096e-01	2.988232e-01	0	0	6.921282e+00	1.362239e+01	PSEN1
GO_Biological_Process_2021	activation of protein kinase B activity (GO:0032148)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	WNT5A
GO_Biological_Process_2021	purine nucleoside bisphosphate metabolic process (GO:0034032)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	CROT
GO_Biological_Process_2021	negative regulation of interleukin-6 production (GO:0032715)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	C1QTNF3
GO_Biological_Process_2021	cellular nitrogen compound biosynthetic process (GO:0044271)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	SPTLC2
GO_Biological_Process_2021	phosphatidylethanolamine metabolic process (GO:0046337)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	LPIN1
GO_Biological_Process_2021	ribonucleoside bisphosphate metabolic process (GO:0033875)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	CROT
GO_Biological_Process_2021	steroid hormone biosynthetic process (GO:0120178)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	CYP21A2
GO_Biological_Process_2021	triglyceride homeostasis (GO:0070328)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	C1QTNF3
GO_Biological_Process_2021	positive regulation of ubiquitin-protein transferase activity (GO:0051443)	1/31	1.440175e-01	3.005243e-01	0	0	6.690236e+00	1.296448e+01	UBE2S
GO_Biological_Process_2021	regulation of dendritic spine morphogenesis (GO:0061001)	1/32	1.483040e-01	3.078008e-01	0	0	6.474096e+00	1.235575e+01	LRP8
GO_Biological_Process_2021	metal ion export (GO:0070839)	1/32	1.483040e-01	3.078008e-01	0	0	6.474096e+00	1.235575e+01	SLC40A1
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	3/267	1.495651e-01	3.095837e-01	0	0	2.300375e+00	4.370766e+00	BLM;REPS2;FANCA
GO_Biological_Process_2021	actin filament bundle assembly (GO:0051017)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	SHROOM1
GO_Biological_Process_2021	actin filament bundle organization (GO:0061572)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	SHROOM1
GO_Biological_Process_2021	phosphatidylcholine biosynthetic process (GO:0006656)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	LPIN1
GO_Biological_Process_2021	positive regulation of ATP metabolic process (GO:1903580)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	PSEN1
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	WNT5A
GO_Biological_Process_2021	keratan sulfate metabolic process (GO:0042339)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	OMD
GO_Biological_Process_2021	mitotic G2 DNA damage checkpoint signaling (GO:0007095)	1/33	1.525693e-01	3.099693e-01	0	0	6.271465e+00	1.179121e+01	BLM
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	4/417	1.562611e-01	3.152647e-01	0	0	1.966001e+00	3.649343e+00	C4A;GOLM1;UBE2S;PSEN1
GO_Biological_Process_2021	regulation of cell adhesion mediated by integrin (GO:0033628)	1/34	1.568135e-01	3.152647e-01	0	0	6.081114e+00	1.126647e+01	MUC1
GO_Biological_Process_2021	organic cyclic compound biosynthetic process (GO:1901362)	1/34	1.568135e-01	3.152647e-01	0	0	6.081114e+00	1.126647e+01	CYP21A2
GO_Biological_Process_2021	protein localization to chromosome (GO:0034502)	1/34	1.568135e-01	3.152647e-01	0	0	6.081114e+00	1.126647e+01	CENPA
GO_Biological_Process_2021	organelle organization (GO:0006996)	4/420	1.590959e-01	3.187613e-01	0	0	1.951522e+00	3.587383e+00	FGD3;CDCA8;FAM161B;REEP6
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	1/35	1.610366e-01	3.187613e-01	0	0	5.901961e+00	1.077771e+01	EVL
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	1/35	1.610366e-01	3.187613e-01	0	0	5.901961e+00	1.077771e+01	PSEN1
GO_Biological_Process_2021	peptidyl-tyrosine dephosphorylation (GO:0035335)	1/35	1.610366e-01	3.187613e-01	0	0	5.901961e+00	1.077771e+01	PTPRT
GO_Biological_Process_2021	embryonic skeletal system development (GO:0048706)	1/35	1.610366e-01	3.187613e-01	0	0	5.901961e+00	1.077771e+01	WNT5A
GO_Biological_Process_2021	regulation of trans-synaptic signaling (GO:0099177)	1/35	1.610366e-01	3.187613e-01	0	0	5.901961e+00	1.077771e+01	LRP8
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	2/144	1.621742e-01	3.196830e-01	0	0	2.839609e+00	5.165487e+00	PTPRT;EVL
GO_Biological_Process_2021	plasma membrane bounded cell projection assembly (GO:0120031)	3/278	1.626760e-01	3.196830e-01	0	0	2.207123e+00	4.008123e+00	FGD3;EXOC6;IFT46
GO_Biological_Process_2021	negative regulation of DNA metabolic process (GO:0051053)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	BLM
GO_Biological_Process_2021	negative regulation of fat cell differentiation (GO:0045599)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	WNT5A
GO_Biological_Process_2021	regulation of ossification (GO:0030278)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	WNT5A
GO_Biological_Process_2021	regulation of protein import into nucleus (GO:0042306)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	PSEN1
GO_Biological_Process_2021	positive regulation of cytokine-mediated signaling pathway (GO:0001961)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	WNT5A
GO_Biological_Process_2021	positive regulation of innate immune response (GO:0045089)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	WNT5A
GO_Biological_Process_2021	Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	1.652387e-01	3.196830e-01	0	0	5.733045e+00	1.032157e+01	WNT5A
GO_Biological_Process_2021	positive regulation of intracellular protein transport (GO:0090316)	2/148	1.692391e-01	3.253203e-01	0	0	2.761252e+00	4.905207e+00	PSEN1;GTSE1
GO_Biological_Process_2021	negative regulation of stress-activated MAPK cascade (GO:0032873)	1/37	1.694201e-01	3.253203e-01	0	0	5.573513e+00	9.895070e+00	FOXM1
GO_Biological_Process_2021	regulation of microtubule cytoskeleton organization (GO:0070507)	1/37	1.694201e-01	3.253203e-01	0	0	5.573513e+00	9.895070e+00	SKA1
GO_Biological_Process_2021	connective tissue development (GO:0061448)	1/38	1.735807e-01	3.281652e-01	0	0	5.422604e+00	9.495593e+00	SPTLC2
GO_Biological_Process_2021	DNA replication initiation (GO:0006270)	1/38	1.735807e-01	3.281652e-01	0	0	5.422604e+00	9.495593e+00	CDC45
GO_Biological_Process_2021	positive regulation of production of molecular mediator of immune response (GO:0002702)	1/38	1.735807e-01	3.281652e-01	0	0	5.422604e+00	9.495593e+00	WNT5A
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	4/437	1.755135e-01	3.281652e-01	0	0	1.873268e+00	3.259560e+00	FGD3;ARHGAP11A;BLM;WNT5A
GO_Biological_Process_2021	actin filament organization (GO:0007015)	2/152	1.763559e-01	3.281652e-01	0	0	2.687075e+00	4.662749e+00	EVL;SHROOM1
GO_Biological_Process_2021	regulation of dendrite development (GO:0050773)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	LRP8
GO_Biological_Process_2021	negative regulation of protein secretion (GO:0050709)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	RHBDF2
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	RHBDF2
GO_Biological_Process_2021	regulation of intracellular transport (GO:0032386)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	REEP6
GO_Biological_Process_2021	regulation of nitric-oxide synthase activity (GO:0050999)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	NOSTRIN
GO_Biological_Process_2021	DNA integrity checkpoint signaling (GO:0031570)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	CDC45
GO_Biological_Process_2021	DNA recombination (GO:0006310)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	BLM
GO_Biological_Process_2021	regulation of protein tyrosine kinase activity (GO:0061097)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	LRP8
GO_Biological_Process_2021	regulation of T cell differentiation (GO:0045580)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	FANCA
GO_Biological_Process_2021	replication fork processing (GO:0031297)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	BLM
GO_Biological_Process_2021	membrane protein proteolysis (GO:0033619)	1/39	1.777206e-01	3.281652e-01	0	0	5.279638e+00	9.120800e+00	PSEN1
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	2/154	1.799323e-01	3.310091e-01	0	0	2.651450e+00	4.547699e+00	CENPE;LRP8
GO_Biological_Process_2021	positive regulation of catalytic activity (GO:0043085)	1/40	1.818400e-01	3.310091e-01	0	0	5.144004e+00	8.768613e+00	PSEN1
GO_Biological_Process_2021	positive regulation of double-strand break repair (GO:2000781)	1/40	1.818400e-01	3.310091e-01	0	0	5.144004e+00	8.768613e+00	FOXM1
GO_Biological_Process_2021	intraciliary transport involved in cilium assembly (GO:0035735)	1/40	1.818400e-01	3.310091e-01	0	0	5.144004e+00	8.768613e+00	IFT46
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	1/40	1.818400e-01	3.310091e-01	0	0	5.144004e+00	8.768613e+00	WNT5A
GO_Biological_Process_2021	sulfur compound catabolic process (GO:0044273)	1/40	1.818400e-01	3.310091e-01	0	0	5.144004e+00	8.768613e+00	OMD
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	3/296	1.848366e-01	3.352999e-01	0	0	2.069632e+00	3.494124e+00	BIRC5;FOXM1;CDC25A
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	1/41	1.859390e-01	3.352999e-01	0	0	5.015152e+00	8.437172e+00	ANLN
GO_Biological_Process_2021	gluconeogenesis (GO:0006094)	1/41	1.859390e-01	3.352999e-01	0	0	5.015152e+00	8.437172e+00	SLC25A13
GO_Biological_Process_2021	keratinocyte differentiation (GO:0030216)	1/41	1.859390e-01	3.352999e-01	0	0	5.015152e+00	8.437172e+00	WNT5A
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	NASP
GO_Biological_Process_2021	regulation of chemokine production (GO:0032642)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	WNT5A
GO_Biological_Process_2021	regulation of double-strand break repair (GO:2000779)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	FOXM1
GO_Biological_Process_2021	negative regulation of protein catabolic process (GO:0042177)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	MAD2L1
GO_Biological_Process_2021	cellular respiration (GO:0045333)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	SLC25A13
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	PVR
GO_Biological_Process_2021	positive regulation of protein tyrosine kinase activity (GO:0061098)	1/42	1.900177e-01	3.371282e-01	0	0	4.892584e+00	8.124812e+00	LRP8
GO_Biological_Process_2021	cellular response to glucose starvation (GO:0042149)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	ASNS
GO_Biological_Process_2021	cellular response to retinoic acid (GO:0071300)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	WNT5A
GO_Biological_Process_2021	development of primary male sexual characteristics (GO:0046546)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	WNT5A
GO_Biological_Process_2021	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	BLM
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	PVR
GO_Biological_Process_2021	male gonad development (GO:0008584)	1/43	1.940761e-01	3.396332e-01	0	0	4.775854e+00	7.830035e+00	WNT5A
GO_Biological_Process_2021	double-strand break repair (GO:0006302)	2/164	1.979711e-01	3.420361e-01	0	0	2.486521e+00	4.027253e+00	BLM;KPNA2
GO_Biological_Process_2021	neurogenesis (GO:0022008)	1/44	1.981144e-01	3.420361e-01	0	0	4.664553e+00	7.551493e+00	WDR62
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	1/44	1.981144e-01	3.420361e-01	0	0	4.664553e+00	7.551493e+00	PSEN1
GO_Biological_Process_2021	hexose biosynthetic process (GO:0019319)	1/44	1.981144e-01	3.420361e-01	0	0	4.664553e+00	7.551493e+00	SLC25A13
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	1/44	1.981144e-01	3.420361e-01	0	0	4.664553e+00	7.551493e+00	EVL
GO_Biological_Process_2021	protein K63-linked ubiquitination (GO:0070534)	1/44	1.981144e-01	3.420361e-01	0	0	4.664553e+00	7.551493e+00	UBE2S
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	2/165	1.997877e-01	3.441534e-01	0	0	2.471141e+00	3.979771e+00	WNT5A;PSEN1
GO_Biological_Process_2021	amino acid transmembrane transport (GO:0003333)	1/45	2.021327e-01	3.451046e-01	0	0	4.558310e+00	7.287968e+00	SLC25A13
GO_Biological_Process_2021	cellular response to radiation (GO:0071478)	1/45	2.021327e-01	3.451046e-01	0	0	4.558310e+00	7.287968e+00	BLM
GO_Biological_Process_2021	regulation of insulin receptor signaling pathway (GO:0046626)	1/45	2.021327e-01	3.451046e-01	0	0	4.558310e+00	7.287968e+00	VWA2
GO_Biological_Process_2021	mitotic G2/M transition checkpoint (GO:0044818)	1/45	2.021327e-01	3.451046e-01	0	0	4.558310e+00	7.287968e+00	BLM
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	4/464	2.027140e-01	3.453314e-01	0	0	1.760870e+00	2.810276e+00	WNT5A;DEPDC1;BIRC5;FOXM1
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	1/46	2.061310e-01	3.488371e-01	0	0	4.456790e+00	7.038356e+00	KPNA2
GO_Biological_Process_2021	regulation of fibroblast proliferation (GO:0048145)	1/46	2.061310e-01	3.488371e-01	0	0	4.456790e+00	7.038356e+00	WNT5A
GO_Biological_Process_2021	positive regulation of response to stimulus (GO:0048584)	1/46	2.061310e-01	3.488371e-01	0	0	4.456790e+00	7.038356e+00	WNT5A
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	2/170	2.089002e-01	3.501825e-01	0	0	2.396987e+00	3.753439e+00	PTPRT;PVR
GO_Biological_Process_2021	regulation of cellular metabolic process (GO:0031323)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	FOXM1
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	GTSE1
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	REPS2
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	WNT5A
GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	WNT5A
GO_Biological_Process_2021	telomere organization (GO:0032200)	1/47	2.101095e-01	3.501825e-01	0	0	4.359684e+00	6.801658e+00	BLM
GO_Biological_Process_2021	base-excision repair (GO:0006284)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	NEIL3
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	MAD2L1
GO_Biological_Process_2021	cellular response to alcohol (GO:0097306)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	BLM
GO_Biological_Process_2021	cellular response to ionizing radiation (GO:0071479)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	BLM
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	FOXM1
GO_Biological_Process_2021	Golgi to plasma membrane transport (GO:0006893)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	EXOC6
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	1/48	2.140682e-01	3.514553e-01	0	0	4.266710e+00	6.576964e+00	NTN4
GO_Biological_Process_2021	negative regulation of catabolic process (GO:0009895)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	MAD2L1
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	PVR
GO_Biological_Process_2021	regulation of cellular localization (GO:0060341)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	REEP6
GO_Biological_Process_2021	positive regulation of actin filament polymerization (GO:0030838)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	EVL
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	FOXM1
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	1/49	2.180074e-01	3.534014e-01	0	0	4.177609e+00	6.363445e+00	HSPA4L
GO_Biological_Process_2021	actin polymerization or depolymerization (GO:0008154)	1/50	2.219269e-01	3.582468e-01	0	0	4.092146e+00	6.160346e+00	EVL
GO_Biological_Process_2021	iron ion transport (GO:0006826)	1/50	2.219269e-01	3.582468e-01	0	0	4.092146e+00	6.160346e+00	SLC40A1
GO_Biological_Process_2021	protein stabilization (GO:0050821)	2/179	2.254064e-01	3.585295e-01	0	0	2.274069e+00	3.388022e+00	IFT46;GTSE1
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	2/179	2.254064e-01	3.585295e-01	0	0	2.274069e+00	3.388022e+00	PVR;LRP8
GO_Biological_Process_2021	regulation of epithelial cell migration (GO:0010632)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	EVL
GO_Biological_Process_2021	negative regulation of transport (GO:0051051)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	YRDC
GO_Biological_Process_2021	DNA duplex unwinding (GO:0032508)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	BLM
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	EVL
GO_Biological_Process_2021	gonad development (GO:0008406)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	WNT5A
GO_Biological_Process_2021	mesenchymal cell differentiation (GO:0048762)	1/51	2.258270e-01	3.585295e-01	0	0	4.010101e+00	5.966974e+00	WNT5A
GO_Biological_Process_2021	negative regulation of cellular biosynthetic process (GO:0031327)	1/52	2.297078e-01	3.631930e-01	0	0	3.931274e+00	5.782696e+00	C1QTNF3
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	1/52	2.297078e-01	3.631930e-01	0	0	3.931274e+00	5.782696e+00	MAD2L1
GO_Biological_Process_2021	epidermal cell differentiation (GO:0009913)	1/53	2.335693e-01	3.670374e-01	0	0	3.855478e+00	5.606931e+00	WNT5A
GO_Biological_Process_2021	positive regulation of chemokine production (GO:0032722)	1/53	2.335693e-01	3.670374e-01	0	0	3.855478e+00	5.606931e+00	WNT5A
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	1/53	2.335693e-01	3.670374e-01	0	0	3.855478e+00	5.606931e+00	C4A
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	4/496	2.364505e-01	3.708083e-01	0	0	1.643631e+00	2.370144e+00	CCNA2;CCNE1;BIRC5;NEK11
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	1/55	2.412349e-01	3.767766e-01	0	0	3.712308e+00	5.278844e+00	ME2
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	1/55	2.412349e-01	3.767766e-01	0	0	3.712308e+00	5.278844e+00	LPIN1
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	2/189	2.438581e-01	3.788758e-01	0	0	2.151370e+00	3.035946e+00	FGD3;ARHGAP11A
GO_Biological_Process_2021	glycosaminoglycan catabolic process (GO:0006027)	1/56	2.450391e-01	3.788758e-01	0	0	3.644628e+00	5.125576e+00	OMD
GO_Biological_Process_2021	positive regulation of interleukin-1 beta production (GO:0032731)	1/56	2.450391e-01	3.788758e-01	0	0	3.644628e+00	5.125576e+00	WNT5A
GO_Biological_Process_2021	telomere maintenance (GO:0000723)	1/56	2.450391e-01	3.788758e-01	0	0	3.644628e+00	5.125576e+00	BLM
